Date,Species,Count,Life Stage,Sex,Township,Range,Section,Project
5/6/2020,Rana pretiosa,3,egg mass,unknown,27S,10E,19,Breeding
5/12/2020,Rana pretiosa,6,egg mass,unknown,19S,11E,8,Breeding
5/18/2020,Rana pretiosa,1,adult,female,19S,11E,8,Apex
5/18/2020,Rana pretiosa,2,subadult,unknown,19S,11E,8,Apex
5/19/2020,Rana pretiosa,4,adult,female,19S,11E,8,Apex
5/27/2020,Rana pretiosa,6,adult,female,19S,11E,8,Apex
5/27/2020,Rana pretiosa,3,adult,male,19S,11E,8,Apex
5/27/2020,Rana pretiosa,1,adult,male,19S,11E,9,Apex
5/27/2020,Rana pretiosa,1,egg mass,unknown,19S,11E,8,Breeding
5/27/2020,Rana pretiosa,6,subadult,unknown,19S,11E,8,Apex
5/28/2020,Rana pretiosa,1,adult,female,19S,11E,8,Apex
5/28/2020,Rana pretiosa,7,adult,male,19S,11E,8,Apex
5/28/2020,Rana pretiosa,3,adult,female,19S,11E,9,Apex
5/29/2020,Rana pretiosa,6,adult,female,19S,11E,8,Apex
5/29/2020,Rana pretiosa,7,adult,male,19S,11E,8,Apex
5/29/2020,Rana pretiosa,2,subadult,unknown,19S,11E,8,Apex
6/2/2020,Rana pretiosa,1,adult,female,21S,10E,10,Apex
6/2/2020,Rana pretiosa,3,subadult,unknown,21S,10E,3,Apex
6/3/2020,Rana pretiosa,4,subadult,unknown,21S,10E,3,Apex
6/3/2020,Rana pretiosa,2,subadult,unknown,21S,10E,10,Apex
6/4/2020,Rana pretiosa,2,subadult,unknown,21S,10E,10,Apex
6/23/2020,Rana pretiosa,3,adult,female,33S,7.5E,10,Apex
6/23/2020,Rana pretiosa,2,adult,male,33S,7.5E,10,Apex
6/23/2020,Rana pretiosa,1,subadult,unknown,33S,7.5E,10,Apex
6/24/2020,Rana pretiosa,5,adult,female,33S,7.5E,10,Apex
6/24/2020,Rana pretiosa,6,adult,male,33S,7.5E,10,Apex
6/24/2020,Rana pretiosa,3,subadult,unknown,33S,7.5E,10,Apex
6/25/2020,Rana pretiosa,5,adult,female,33S,7.5E,10,Apex
6/25/2020,Rana pretiosa,4,adult,male,33S,7.5E,10,Apex
6/30/2020,Rana pretiosa,9,adult,female,27S,09E,14,Apex
6/30/2020,Rana pretiosa,1,adult,male,27S,09E,14,Apex
6/30/2020,Rana pretiosa,2,subadult,unknown,27S,09E,14,Apex
7/1/2020,Rana pretiosa,7,adult,female,27S,09E,14,Apex
7/1/2020,Rana pretiosa,6,adult,male,27S,09E,14,Apex
7/2/2020,Rana pretiosa,2,adult,female,27S,09E,14,Apex
7/2/2020,Rana pretiosa,2,adult,male,27S,09E,14,Apex
7/6/2020,Rana pretiosa,3,adult,female,27S,10E,32,Apex
7/7/2020,Rana pretiosa,2,adult,female,27S,10E,32,Apex
7/7/2020,Rana pretiosa,3,adult,male,27S,10E,32,Apex
7/7/2020,Rana pretiosa,1,subadult,unknown,27S,10E,32,Apex
7/8/2020,Rana pretiosa,5,adult,female,27S,10E,32,Apex
7/8/2020,Rana pretiosa,1,adult,male,27S,10E,32,Apex
7/21/2020,Rana pretiosa,2,adult,male,21S,10E,10,Apex
7/22/2020,Rana pretiosa,1,adult,female,21S,10E,10,Apex
7/22/2020,Rana pretiosa,1,adult,male,21S,10E,10,Apex
7/23/2020,Rana pretiosa,2,adult,female,21S,10E,10,Apex
7/23/2020,Rana pretiosa,3,adult,male,21S,10E,10,Apex
7/23/2020,Rana pretiosa,1,subadult,unknown,21S,10E,10,Apex
7/27/2020,Rana pretiosa,1,adult,female,19S,11E,8,Apex
7/27/2020,Rana pretiosa,3,subadult,unknown,19S,11E,8,Apex
7/28/2020,Rana pretiosa,7,adult,female,19S,11E,8,Apex
7/28/2020,Rana pretiosa,2,adult,male,19S,11E,8,Apex
7/28/2020,Rana pretiosa,4,subadult,unknown,19S,11E,8,Apex
7/29/2020,Rana pretiosa,8,adult,female,19S,11E,8,Apex
7/29/2020,Rana pretiosa,2,subadult,unknown,19S,11E,8,Apex
7/30/2020,Rana pretiosa,5,adult,female,19S,11E,8,Apex
7/30/2020,Rana pretiosa,1,adult,male,19S,11E,8,Apex
7/30/2020,Rana pretiosa,1,subadult,unknown,19S,11E,8,Apex
8/4/2020,Rana pretiosa,1,adult,female,22S,09E,4,Apex
8/4/2020,Rana pretiosa,1,adult,male,22S,09E,4,Apex
8/4/2020,Rana pretiosa,4,adult,female,22S,09E,5,Apex
8/4/2020,Rana pretiosa,2,adult,male,22S,09E,5,Apex
8/4/2020,Rana pretiosa,1,subadult,unknown,22S,09E,5,Apex
8/5/2020,Rana pretiosa,3,adult,female,22S,09E,4,Apex
8/5/2020,Rana pretiosa,3,adult,female,22S,09E,5,Apex
8/5/2020,Rana pretiosa,1,adult,male,22S,09E,5,Apex
8/5/2020,Rana pretiosa,1,subadult,unknown,22S,09E,5,Apex
8/6/2020,Rana pretiosa,3,adult,female,22S,09E,4,Apex
8/6/2020,Rana pretiosa,1,adult,male,22S,09E,4,Apex
8/6/2020,Rana pretiosa,3,adult,female,22S,09E,5,Apex
8/6/2020,Rana pretiosa,2,adult,male,22S,09E,5,Apex
8/18/2020,Rana pretiosa,1,adult,female,19S,07E,5,Apex
8/18/2020,Rana pretiosa,1,adult,male,19S,07E,5,Apex
8/18/2020,Rana pretiosa,19,adult,female,19S,07E,8,Apex
8/18/2020,Rana pretiosa,4,adult,male,19S,07E,8,Apex
8/18/2020,Rana pretiosa,5,adult,female,19S,07E,17,Apex
8/18/2020,Rana pretiosa,3,adult,male,19S,07E,17,Apex
8/19/2020,Rana pretiosa,2,adult,male,19S,07E,5,Apex
8/19/2020,Rana pretiosa,17,adult,female,19S,07E,8,Apex
8/19/2020,Rana pretiosa,2,adult,male,19S,07E,8,Apex
8/19/2020,Rana pretiosa,1,adult,male,19S,07E,9,Apex
8/19/2020,Rana pretiosa,1,adult,female,19S,07E,17,Apex
8/19/2020,Rana pretiosa,5,subadult,unknown,19S,07E,8,Apex
8/20/2020,Rana pretiosa,1,adult,male,19S,07E,5,Apex
8/20/2020,Rana pretiosa,11,adult,female,19S,07E,8,Apex
8/20/2020,Rana pretiosa,3,adult,male,19S,07E,8,Apex
8/20/2020,Rana pretiosa,2,adult,female,19S,07E,17,Apex
8/20/2020,Rana pretiosa,5,adult,male,19S,07E,17,Apex
8/20/2020,Rana pretiosa,1,subadult,unknown,19S,07E,8,Apex
8/20/2020,Rana pretiosa,1,subadult,unknown,19S,07E,17,Apex
9/1/2020,Rana pretiosa,3,adult,female,30S,09E,22,Apex
9/1/2020,Rana pretiosa,2,adult,male,30S,09E,22,Apex
9/1/2020,Rana pretiosa,2,adult,female,30S,09E,23,Apex
9/1/2020,Rana pretiosa,6,juvenile,unknown,30S,09E,22,Apex
9/2/2020,Rana pretiosa,7,adult,female,30S,09E,22,Apex
9/2/2020,Rana pretiosa,6,adult,male,30S,09E,22,Apex
9/2/2020,Rana pretiosa,2,adult,female,30S,09E,23,Apex
9/2/2020,Rana pretiosa,3,adult,male,30S,09E,23,Apex
9/2/2020,Rana pretiosa,1,juvenile,unknown,30S,09E,22,Apex
9/2/2020,Rana pretiosa,1,juvenile,unknown,30S,09E,23,Apex
9/22/2020,Rana pretiosa,1,adult,female,22S,09E,4,Apex
9/22/2020,Rana pretiosa,5,adult,female,22S,09E,5,Apex
9/22/2020,Rana pretiosa,3,adult,male,22S,09E,5,Apex
9/22/2020,Rana pretiosa,2,subadult,unknown,22S,09E,5,Apex
9/23/2020,Rana pretiosa,2,adult,female,22S,09E,4,Apex
9/23/2020,Rana pretiosa,1,adult,male,22S,09E,4,Apex
9/23/2020,Rana pretiosa,5,adult,female,22S,09E,5,Apex
9/23/2020,Rana pretiosa,5,adult,male,22S,09E,5,Apex
9/24/2020,Rana pretiosa,1,adult,female,22S,09E,4,Apex
9/24/2020,Rana pretiosa,7,adult,female,22S,09E,5,Apex
9/24/2020,Rana pretiosa,6,adult,male,22S,09E,5,Apex
9/24/2020,Rana pretiosa,2,subadult,unknown,22S,09E,5,Apex
10/6/2020,Rana pretiosa,2,adult,female,19S,11E,8,Apex
10/7/2020,Rana pretiosa,1,adult,female,19S,11E,8,Apex
10/14/2020,Rana pretiosa,1,adult,male,21S,10E,3,Apex
3/31/2021,Rana pretiosa,2,egg mass,unknown,33S,07.5E,10,"Breeding, Genetics"
4/1/2021,Rana pretiosa,1,egg mass,unknown,40S,03E,10,Genetics
4/7/2021,Rana pretiosa,4,egg mass,unknown,21S,10E,23,Breeding
4/8/2021,Rana pretiosa,26,egg mass,unknown,33S,06E,14,Genetics
4/8/2021,Rana pretiosa,14,egg mass,unknown,33S,07.5E,10,"Breeding, Genetics"
4/8/2021,Rana pretiosa,2,egg mass,unknown,40S,03E,10,Genetics
4/11/2021,Rana pretiosa,10,egg mass,unknown,05S,10E,16,Genetics
4/11/2021,Rana pretiosa,9,egg mass,unknown,05S,10E,17,Genetics
4/12/2021,Rana pretiosa,2,egg mass,unknown,22S,09E,4,"Breeding, Genetics"
4/12/2021,Rana pretiosa,5,egg mass,unknown,22S,09E,5,"Breeding, Genetics"
4/14/2021,Rana pretiosa,1,egg mass,unknown,33S,06E,14,Genetics
4/15/2021,Rana pretiosa,1,egg mass,unknown,05S,10E,16,Genetics
4/15/2021,Rana pretiosa,11,egg mass,unknown,05S,10E,17,Genetics
4/18/2021,Rana pretiosa,15,egg mass,unknown,05S,10E,17,Genetics
4/19/2021,Rana pretiosa,3,egg mass,unknown,22S,09E,5,"Breeding, Genetics"
4/20/2021,Rana pretiosa,3,egg mass,unknown,21S,10E,3,"Breeding, Genetics"
4/20/2021,Rana pretiosa,14,egg mass,unknown,21S,10E,10,Breeding
4/20/2021,Rana pretiosa,3,egg mass,unknown,33S,06E,14,Genetics
4/20/2021,Rana pretiosa,1,egg mass,unknown,33S,07.5E,10,"Breeding, Genetics"
4/21/2021,Rana pretiosa,4,egg mass,unknown,27S,10E,32,"Breeding, Genetics"
4/22/2021,Rana pretiosa,16,egg mass,unknown,38S,05E,11,Genetics
4/22/2021,Rana pretiosa,14,egg mass,unknown,38S,05E,14,Genetics
4/27/2021,Rana pretiosa,4,egg mass,unknown,21S,10E,10,Breeding
4/28/2021,Rana pretiosa,8,egg mass,unknown,05S,10E,17,Genetics
4/28/2021,Rana pretiosa,16,egg mass,unknown,27S,09E,14,"Breeding, Genetics"
4/29/2021,Rana pretiosa,1,egg mass,unknown,22S,09E,4,"Breeding, Genetics"
4/29/2021,Rana pretiosa,1,egg mass,unknown,22S,09E,5,"Breeding, Genetics"
5/4/2021,Rana pretiosa,1,egg mass,unknown,21S,10E,10,Breeding
5/5/2021,Rana pretiosa,39,egg mass,unknown,19S,11E,8,Breeding
5/5/2021,Rana pretiosa,9,egg mass,unknown,38S,05E,14,Genetics
5/5/2021,Rana pretiosa,3,egg mass,unknown,38S,05E,23,Genetics
5/6/2021,Rana pretiosa,2,egg mass,unknown,27S,09E,14,"Breeding, Genetics"
5/12/2021,Rana pretiosa,16,egg mass,unknown,19S,11E,8,Breeding
5/18/2021,Rana pretiosa,1,adult,female,21S,10E,9,"Apex, Genetics"
5/18/2021,Rana pretiosa,1,adult,male,21S,10E,9,"Apex, Genetics"
5/19/2021,Rana pretiosa,1,egg mass,unknown,19S,11E,9,Breeding
5/20/2021,Rana pretiosa,1,adult,female,21S,10E,10,"Apex, Genetics"
5/20/2021,Rana pretiosa,1,Subadult,unknown,21S,10E,9,"Apex, Genetics"
5/24/2021,Rana pretiosa,1,adult,female,19S,11E,8,Apex
5/24/2021,Rana pretiosa,1,adult,male,19S,11E,8,Apex
5/24/2021,Rana pretiosa,2,juvenile,unknown,19S,11E,8,Apex
5/25/2021,Rana pretiosa,3,adult,female,19S,11E,8,Apex
5/25/2021,Rana pretiosa,1,adult,male,19S,11E,8,Apex
5/25/2021,Rana pretiosa,7,egg mass,unknown,19S,11E,8,Breeding
5/25/2021,Rana pretiosa,2,Subadult,unknown,19S,11E,8,Apex
5/26/2021,Rana pretiosa,5,adult,female,19S,11E,8,Apex
5/26/2021,Rana pretiosa,6,adult,male,19S,11E,8,Apex
5/26/2021,Rana pretiosa,1,Subadult,unknown,19S,11E,8,Apex
5/27/2021,Rana pretiosa,4,adult,female,19S,11E,8,Apex
5/27/2021,Rana pretiosa,4,adult,male,19S,11E,8,Apex
5/27/2021,Rana pretiosa,2,Subadult,unknown,19S,11E,8,Apex
6/15/2021,Rana pretiosa,2,adult,female,27S,09E,14,"Apex, Genetics"
6/15/2021,Rana pretiosa,7,adult,male,27S,09E,14,"Apex, Genetics"
6/15/2021,Rana pretiosa,3,subadult,unknown,27S,09E,14,"Apex, Genetics"
6/16/2021,Rana pretiosa,5,adult,female,27S,09E,14,"Apex, Genetics"
6/16/2021,Rana pretiosa,11,adult,male,27S,09E,14,"Apex, Genetics"
6/16/2021,Rana pretiosa,2,juvenile,unknown,27S,09E,14,"Apex, Genetics"
6/16/2021,Rana pretiosa,3,subadult,unknown,27S,09E,14,"Apex, Genetics"
6/17/2021,Rana pretiosa,3,adult,female,27S,09E,14,"Apex, Genetics"
6/17/2021,Rana pretiosa,7,adult,male,27S,09E,14,"Apex, Genetics"
6/17/2021,Rana pretiosa,1,subadult,unknown,27S,09E,14,"Apex, Genetics"
6/22/2021,Rana pretiosa,1,adult,female,27S,10E,32,"Apex, Genetics"
6/22/2021,Rana pretiosa,2,adult,male,27S,10E,32,"Apex, Genetics"
6/23/2021,Rana pretiosa,3,adult,female,27S,10E,32,"Apex, Genetics"
6/23/2021,Rana pretiosa,3,adult,male,27S,10E,32,"Apex, Genetics"
6/23/2021,Rana pretiosa,1,subadult,unknown,28S,10E,5,"Apex, Genetics"
6/24/2021,Rana pretiosa,1,adult,female,27S,10E,32,"Apex, Genetics"
6/24/2021,Rana pretiosa,3,adult,male,27S,10E,32,"Apex, Genetics"
7/7/2021,Rana pretiosa,4,adult,female,22S,06E,29,Genetics
7/7/2021,Rana pretiosa,5,adult,male,22S,06E,29,Genetics
7/7/2021,Rana pretiosa,5,adult,female,33S,07.5E,10,"Apex, Genetics"
7/7/2021,Rana pretiosa,1,juvenile,unknown,22S,06E,29,Genetics
7/7/2021,Rana pretiosa,1,subadult,unknown,22S,06E,29,Genetics
7/8/2021,Rana pretiosa,4,adult,female,22S,06E,29,Genetics
7/8/2021,Rana pretiosa,6,adult,female,33S,07.5E,10,"Apex, Genetics"
7/8/2021,Rana pretiosa,2,adult,male,33S,07.5E,10,"Apex, Genetics"
7/8/2021,Rana pretiosa,1,subadult,unknown,22S,06E,29,Genetics
7/9/2021,Rana pretiosa,3,adult,female,33S,07.5E,10,"Apex, Genetics"
7/9/2021,Rana pretiosa,1,adult,male,33S,07.5E,10,"Apex, Genetics"
7/9/2021,Rana pretiosa,1,subadult,unknown,33S,07.5E,10,"Apex, Genetics"
7/13/2021,Rana pretiosa,3,adult,female,19S,11E,8,Apex
7/13/2021,Rana pretiosa,3,adult,male,19S,11E,8,Apex
7/13/2021,Rana pretiosa,2,adult,female,19S,11E,9,Apex
7/13/2021,Rana pretiosa,1,adult,female,21S,10E,10,"Apex, Genetics"
7/13/2021,Rana pretiosa,3,juvenile,unknown,19S,11E,8,Apex
7/13/2021,Rana pretiosa,3,Subadult,unknown,19S,11E,8,Apex
7/14/2021,Rana pretiosa,2,adult,female,19S,11E,8,Apex
7/14/2021,Rana pretiosa,6,adult,male,19S,11E,8,Apex
7/14/2021,Rana pretiosa,1,adult,male,21S,10E,10,"Apex, Genetics"
7/15/2021,Rana pretiosa,3,adult,female,19S,11E,8,Apex
7/15/2021,Rana pretiosa,3,adult,male,19S,11E,8,Apex
7/15/2021,Rana pretiosa,1,adult,female,21S,10E,9,"Apex, Genetics"
7/15/2021,Rana pretiosa,1,adult,male,21S,10E,9,"Apex, Genetics"
7/15/2021,Rana pretiosa,1,Subadult,unknown,19S,11E,8,Apex
7/20/2021,Rana pretiosa,1,adult,female,23S,07E,30,Genetics
7/20/2021,Rana pretiosa,1,adult,unknown,23S,07E,30,Genetics
7/20/2021,Rana pretiosa,1,juvenile,unknown,23S,07E,30,Genetics
7/21/2021,Rana pretiosa,2,adult,male,32S,09E,31,Genetics
7/21/2021,Rana pretiosa,2,subadult,unknown,32S,09E,31,Genetics
7/27/2021,Rana pretiosa,1,adult,female,22S,09E,4,Apex
7/27/2021,Rana pretiosa,6,adult,female,22S,09E,5,Apex
7/27/2021,Rana pretiosa,3,adult,male,22S,09E,5,Apex
7/27/2021,Rana pretiosa,1,adult,female,40S,03E,10,Genetics
7/27/2021,Rana pretiosa,2,adult,male,40S,03E,10,Genetics
7/28/2021,Rana pretiosa,1,adult,female,22S,09E,5,Apex
7/28/2021,Rana pretiosa,2,adult,male,22S,09E,5,Apex
7/28/2021,Rana pretiosa,1,subadult,unknown,22S,09E,5,Apex
7/29/2021,Rana pretiosa,4,adult,female,22S,09E,5,Apex
7/29/2021,Rana pretiosa,3,adult,male,22S,09E,5,Apex
8/3/2021,Rana pretiosa,1,adult,male,23S,07E,30,Genetics
8/3/2021,Rana pretiosa,5,adult,unknown,23S,07E,30,Genetics
8/11/2021,Rana pretiosa,1,adult,male,40S,03E,10,Genetics
8/17/2021,Rana pretiosa,6,adult,female,19S,07E,8,Apex
8/17/2021,Rana pretiosa,1,adult,male,19S,07E,8,Apex
8/17/2021,Rana pretiosa,6,adult,female,19S,07E,17,Apex
8/17/2021,Rana pretiosa,3,adult,male,19S,07E,17,Apex
8/18/2021,Rana pretiosa,2,adult,female,19S,07E,5,Apex
8/18/2021,Rana pretiosa,1,adult,male,19S,07E,5,Apex
8/18/2021,Rana pretiosa,13,adult,female,19S,07E,8,Apex
8/18/2021,Rana pretiosa,6,adult,male,19S,07E,8,Apex
8/18/2021,Rana pretiosa,1,adult,female,19S,07E,17,Apex
8/18/2021,Rana pretiosa,1,juvenile,unknown,19S,07E,8,Apex
8/18/2021,Rana pretiosa,2,subadult,unknown,19S,07E,8,Apex
8/18/2021,Rana pretiosa,1,subadult,unknown,19S,07E,17,Apex
8/19/2021,Rana pretiosa,1,adult,female,19S,07E,8,Apex
8/19/2021,Rana pretiosa,1,adult,male,19S,07E,8,Apex
8/19/2021,Rana pretiosa,2,adult,female,19S,07E,17,Apex
8/19/2021,Rana pretiosa,2,adult,male,19S,07E,17,Apex
8/19/2021,Rana pretiosa,1,subadult,unknown,19S,07E,8,Apex
8/19/2021,Rana pretiosa,1,subadult,unknown,19S,07E,17,Apex
9/1/2021,Rana pretiosa,3,adult,unknown,23S,07E,30,Genetics
9/2/2021,Rana pretiosa,3,adult,female,23S,07E,30,Genetics
9/2/2021,Rana pretiosa,2,adult,unknown,23S,07E,30,Genetics
9/2/2021,Rana pretiosa,1,juvenile,unknown,23S,07E,30,Genetics
9/2/2021,Rana pretiosa,1,subadult,unknown,23S,07E,30,Genetics
9/14/2021,Rana pretiosa,5,adult,female,22S,09E,5,Apex
9/14/2021,Rana pretiosa,3,adult,female,22S,09E,5,Apex
9/14/2021,Rana pretiosa,1,adult,male,22S,09E,5,Apex
9/14/2021,Rana pretiosa,2,adult,male,22S,09E,5,Apex
9/15/2021,Rana pretiosa,5,adult,female,22S,09E,5,Apex
9/15/2021,Rana pretiosa,1,adult,male,22S,09E,5,Apex
9/15/2021,Rana pretiosa,2,adult,male,22S,09E,5,Apex
9/15/2021,Rana pretiosa,6,adult,unknown,22S,09E,5,Apex
9/15/2021,Rana pretiosa,10,juvenile,unknown,22S,09E,5,Apex
9/16/2021,Rana pretiosa,2,adult,female,22S,09E,5,Apex
9/16/2021,Rana pretiosa,2,adult,male,22S,09E,5,Apex
9/16/2021,Rana pretiosa,1,adult,male,22S,09E,5,Apex
9/16/2021,Rana pretiosa,2,adult,unknown,22S,09E,5,Apex
9/21/2021,Rana pretiosa,1,juvenile,unknown,19S,11E,8,Apex
9/22/2021,Rana pretiosa,4,juvenile,unknown,19S,11E,8,Apex
9/22/2021,Rana pretiosa,1,subadult,unknown,19S,11E,8,Apex
9/23/2021,Rana pretiosa,3,adult,female,22S,06E,29,Genetics
9/23/2021,Rana pretiosa,2,juvenile,unknown,22S,06E,29,Genetics
9/28/2021,Rana pretiosa,1,adult,female,21S,10E,3,"Apex, Genetics"
9/29/2021,Rana pretiosa,2,juvenile,unknown,21S,10E,3,"Apex, Genetics"
9/29/2021,Rana pretiosa,4,juvenile,unknown,21S,10E,10,"Apex, Genetics"
9/29/2021,Rana pretiosa,2,subadult,unknown,21S,10E,3,"Apex, Genetics"
9/29/2021,Rana pretiosa,2,subadult,unknown,21S,10E,10,"Apex, Genetics"
9/30/2021,Rana pretiosa,1,adult,female,21S,10E,9,"Apex, Genetics"
9/30/2021,Rana pretiosa,6,juvenile,unknown,21S,10E,10,"Apex, Genetics"
9/30/2021,Rana pretiosa,2,subadult,unknown,21S,10E,10,"Apex, Genetics"
3/21/2022,Rana pretiosa,7,egg mass,unknown,T05S,R10E,16,"Breeding, Genetics"
3/22/2022,Rana pretiosa,3,egg mass,unknown,T05S,R10E,16,"Breeding, Genetics"
3/22/2022,Rana pretiosa,7,egg mass,unknown,T05S,R10E,17,"Breeding, Genetics"
3/23/2022,Rana pretiosa,6,egg mass,unknown,T05S,R10E,16,"Breeding, Genetics"
3/23/2022,Rana pretiosa,4,egg mass,unknown,T05S,R10E,17,"Breeding, Genetics"
3/28/2022,Rana pretiosa,15,egg mass,unknown,T05S,R10E,16,"Breeding, Genetics"
3/29/2022,Rana pretiosa,3,egg mass,unknown,T05S,R10E,16,"Breeding, Genetics"
3/29/2022,Rana pretiosa,56,egg mass,unknown,T05S,R10E,17,"Breeding, Genetics"
3/31/2022,Rana pretiosa,7,egg mass,unknown,T18S,R12E,5,"Breeding, Genetics"
4/5/2022,Rana pretiosa,1,egg mass,unknown,T22S,R09E,4,"Breeding, Genetics"
4/5/2022,Rana pretiosa,6,egg mass,unknown,T22S,R09E,5,"Breeding, Genetics"
4/5/2022,Rana pretiosa,2,egg mass,unknown,T32S,R09E,31,"Breeding, Genetics"
4/5/2022,Rana pretiosa,4,egg mass,unknown,T40S,R03E,10,"Breeding, Genetics"
4/6/2022,Rana pretiosa,5,egg mass,unknown,T05S,R10E,16,"Breeding, Genetics"
4/6/2022,Rana pretiosa,7,egg mass,unknown,T05S,R10E,17,"Breeding, Genetics"
4/6/2022,Rana pretiosa,16,egg mass,unknown,T33S,R07.5E,10,"Breeding, Genetics"
4/7/2022,Rana pretiosa,5,egg mass,unknown,T25S,R08E,20,"Breeding, Genetics"
4/19/2022,Rana pretiosa,4,egg mass,unknown,T22S,R09E,5,"Breeding, Genetics"
4/20/2022,Rana pretiosa,1,egg mass,unknown,T21S,R10E,3,"Breeding, Genetics"
4/20/2022,Rana pretiosa,11,egg mass,unknown,T21S,R10E,10,"Breeding, Genetics"
4/23/2022,Rana pretiosa,2,egg mass,unknown,T20S,R08E,28,"Breeding, Genetics"
4/23/2022,Rana pretiosa,6,egg mass,unknown,T20S,R08E,29,"Breeding, Genetics"
4/25/2022,Rana pretiosa,18,egg mass,unknown,T23S,R07E,30,"Breeding, Genetics"
4/25/2022,Rana pretiosa,19,egg mass,unknown,T33S,R06E,14,"Breeding, Genetics"
4/26/2022,Rana pretiosa,1,egg mass,unknown,T19S,R11E,9,Breeding
4/26/2022,Rana pretiosa,1,egg mass,unknown,T22S,R09E,5,"Breeding, Genetics"
4/26/2022,Rana pretiosa,6,egg mass,unknown,T38S,R05E,11,"Breeding, Genetics"
4/26/2022,Rana pretiosa,31,egg mass,unknown,T38S,R05E,14,"Breeding, Genetics"
4/27/2022,Rana pretiosa,1,egg mass,unknown,T20S,R08E,28,"Breeding, Genetics"
4/27/2022,Rana pretiosa,3,egg mass,unknown,T21S,R08E,8,"Breeding, Genetics"
4/27/2022,Rana pretiosa,2,egg mass,unknown,T21S,R10E,10,"Breeding, Genetics"
4/27/2022,Rana pretiosa,13,egg mass,unknown,T24S,R08E,35,"Breeding, Genetics"
4/27/2022,Rana pretiosa,1,egg mass,unknown,T25S,R08E,30,"Breeding, Genetics"
4/27/2022,Rana pretiosa,2,egg mass,unknown,T31S,R10E,13,"Breeding, Genetics"
4/27/2022,Rana pretiosa,7,egg mass,unknown,T31S,R11E,7,"Breeding, Genetics"
4/28/2022,Rana pretiosa,4,egg mass,unknown,T21S,R10E,10,"Breeding, Genetics"
4/28/2022,Rana pretiosa,2,egg mass,unknown,T27S,R10E,32,"Breeding, Genetics"
5/4/2022,Rana pretiosa,1,egg mass,unknown,T19S,R11E,8,Breeding
5/4/2022,Rana pretiosa,5,egg mass,unknown,T19S,R11E,9,Breeding
5/4/2022,Rana pretiosa,11,egg mass,unknown,T27S,R09E,2,"Breeding, Genetics"
5/4/2022,Rana pretiosa,11,egg mass,unknown,T27S,R09E,14,"Breeding, Genetics"
5/10/2022,Rana pretiosa,5,egg mass,unknown,T19S,R11E,8,Breeding
5/10/2022,Rana pretiosa,3,egg mass,unknown,T19S,R11E,9,Breeding
5/17/2022,Rana pretiosa,6,egg mass,unknown,T19S,R11E,8,Breeding
5/25/2022,Rana pretiosa,1,juvenile,unknown,T21S,R10E,3,"Apex, Genetics"
5/25/2022,Rana pretiosa,5,juvenile,unknown,T21S,R10E,10,"Apex, Genetics"
5/26/2022,Rana pretiosa,1,juvenile,unknown,T21S,R10E,3,"Apex, Genetics"
6/1/2022,Rana pretiosa,5,adult,female,T19S,R11E,8,Apex
6/1/2022,Rana pretiosa,3,adult,male,T19S,R11E,8,Apex
6/1/2022,Rana pretiosa,1,subadult,unknown,T19S,R11E,8,Apex
6/2/2022,Rana pretiosa,4,adult,female,T19S,R11E,8,Apex
6/2/2022,Rana pretiosa,1,adult,male,T19S,R11E,8,Apex
6/7/2022,Rana pretiosa,4,adult,unknown,T24S,R09E,4,Mid-Level
6/9/2022,Rana pretiosa,1,adult,unknown,T20S,R11E,7,Mid-Level
6/9/2022,Rana pretiosa,2,juvenile,unknown,T20S,R11E,8,Mid-Level
6/15/2022,Rana pretiosa,9,adult,unknown,T22S,R10E,10,Mid-Level
6/15/2022,Rana pretiosa,8,juvenile,unknown,T22S,R10E,10,Mid-Level
6/16/2022,Rana pretiosa,10,adult,unknown,T22S,R06E,29,Mid-Level
6/16/2022,Rana pretiosa,36,juvenile,unknown,T22S,R06E,29,Mid-Level
6/22/2022,Rana pretiosa,6,adult,female,T27S,R09E,14,"Apex, Genetics"
6/22/2022,Rana pretiosa,6,adult,male,T27S,R09E,14,"Apex, Genetics"
6/23/2022,Rana pretiosa,4,adult,female,T27S,R09E,14,"Apex, Genetics"
6/23/2022,Rana pretiosa,6,adult,male,T27S,R09E,14,"Apex, Genetics"
7/7/2022,Rana pretiosa,1,adult,unknown,T05S,R10E,17,Mid-Level
7/12/2022,Rana pretiosa,2,adult,unknown,T20S,R07E,4,Mid-Level
7/12/2022,Rana pretiosa,3,juvenile,unknown,T20S,R07E,4,Mid-Level
7/19/2022,Rana pretiosa,1,adult,male,T27S,R10E,32,"Apex, Genetics"
7/19/2022,Rana pretiosa,4,adult,female,T33S,R07.5E,10,"Apex, Genetics"
7/19/2022,Rana pretiosa,1,adult,male,T33S,R07.5E,10,"Apex, Genetics"
7/20/2022,Rana pretiosa,9,adult,female,T33S,R07.5E,10,"Apex, Genetics"
7/20/2022,Rana pretiosa,6,adult,male,T33S,R07.5E,10,"Apex, Genetics"
7/20/2022,Rana pretiosa,1,adult,unknown,T33S,R07.5E,10,"Apex, Genetics"
7/20/2022,Rana pretiosa,1,subadult,unknown,T33S,R07.5E,10,"Apex, Genetics"
7/25/2022,Rana pretiosa,1,adult,unknown,T38S,R05E,23,Mid-Level
7/26/2022,Rana pretiosa,1,adult,female,T22S,R09E,5,"Apex, Genetics"
